straat;geometry;huisnr;karakter;eigenaar;capaciteit;openbaar;ondergrond;bestemming;status;urid;naam;naamid;bezettingsinfo;bronid;betrokkenadressen;timestampbron;geo_point_2d
Jeruzalemstraat;"{""coordinates"": [[[3.722602772856368, 51.0481696231482], [3.722588707933946, 51.048168139008816], [3.722593414207739, 51.048150408396346], [3.722607479130161, 51.048151891406796], [3.722602772856368, 51.0481696231482]]], ""type"": ""Polygon""}";9;Nietje - Gewone fiet;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30226;;False;False;26215922_1;Jeruzalemstraat 9;2025-09-05T06:41:26Z;51.04816001552832, 3.722598093596519
Jeruzalemstraat;"{""coordinates"": [[[3.722591304065157, 51.048168161598454], [3.722577239142736, 51.04816667858849], [3.722581945416529, 51.048148946846], [3.722596011237215, 51.0481504298565], [3.722591304065157, 51.048168161598454]]], ""type"": ""Polygon""}";9;Nietje - Gewone fiet;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30227;;False;False;26215923_1;Jeruzalemstraat 9;2025-09-05T06:41:26Z;51.04815855413118, 3.7225866249958357
Jeruzalemstraat;"{""coordinates"": [[[3.722567623575938, 51.04811060428745], [3.722553559551847, 51.04810912127564], [3.722558264927311, 51.048091389511114], [3.722572329849731, 51.048092873652955], [3.722567623575938, 51.04811060428745]]], ""type"": ""Polygon""}";7;Nietje - Gewone fiet;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30241;;False;False;26216067_1;Jeruzalemstraat 7;2025-09-05T06:41:25Z;51.0481009970523, 3.7225629444421386
Jeruzalemstraat;"{""coordinates"": [[[3.7226509297421, 51.0481197214769], [3.722636864819746, 51.04811823733591], [3.722641571991803, 51.04810050557485], [3.722655636914225, 51.04810198971639], [3.7226509297421, 51.0481197214769]]], ""type"": ""Polygon""}";4;Nietje - Gewone fiet;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30234;;False;False;26216019_1;Jeruzalemstraat 4;2025-09-05T06:41:25Z;51.048110113525986, 3.722646250866939
Jeruzalemstraat;"{""coordinates"": [[[3.722637276248149, 51.048117884372395], [3.722623211325728, 51.04811640079611], [3.722627917599522, 51.04809866903434], [3.722641982521876, 51.04810015261119], [3.722637276248149, 51.048117884372395]]], ""type"": ""Polygon""}";4;Nietje - Gewone fiet;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30235;;False;False;26216062_1;Jeruzalemstraat 4;2025-09-05T06:41:25Z;51.048108276703495, 3.722632596923785
Jeruzalemstraat;"{""coordinates"": [[[3.722328029414957, 51.0481287658129], [3.722329642789211, 51.04811983386045], [3.72235798014485, 51.04812186862445], [3.722356365872267, 51.04813079944699], [3.722328029414957, 51.0481287658129]]], ""type"": ""Polygon""}";1;Nietje - Gewone fiet;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30245;;False;False;26216109_1;Jeruzalemstraat 1;2025-09-05T06:41:25Z;51.04812531688764, 3.722343004282402
Jeruzalemstraat;"{""coordinates"": [[[3.722334843136342, 51.04810094776771], [3.722336951482329, 51.04809205703609], [3.722365158582257, 51.048094714711624], [3.722363050236269, 51.04810360487797], [3.722334843136342, 51.04810094776771]]], ""type"": ""Polygon""}";1;Nietje - Gewone fiet;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30242;;False;False;26216106_1;Jeruzalemstraat 1;2025-09-05T06:41:25Z;51.04809783108113, 3.7223500007139267
Jeruzalemstraat;"{""coordinates"": [[[3.722332777011218, 51.04811014515239], [3.722334884458875, 51.04810125442254], [3.722363091558802, 51.04810391209755], [3.722360984111144, 51.04811280226214], [3.722332777011218, 51.04811014515239]]], ""type"": ""Polygon""}";1;Nietje - Gewone fiet;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30243;;False;False;26216107_1;Jeruzalemstraat 1;2025-09-05T06:41:25Z;51.04810702846644, 3.722347934139637
Bellevue;"{""coordinates"": [[[3.739329920876267, 51.03389320335038], [3.7393095255261, 51.03388915234438], [3.739320233444235, 51.03386771776562], [3.73934063059113, 51.033871769338454], [3.739329920876267, 51.03389320335038]]], ""type"": ""Polygon""}";30;Nietje - Buitenmaats;Stad Gent;2;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30251;;False;False;26216144_1;Bellevue 30;2025-09-05T06:41:22Z;51.033880460531, 3.739325077677075
Bellevue;"{""coordinates"": [[[3.739300509135566, 51.033887609561184], [3.739273032365947, 51.033882809477156], [3.73928254732147, 51.0338611523188], [3.739310024989353, 51.03386595297], [3.739300509135566, 51.033887609561184]]], ""type"": ""Polygon""}";30;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30253;;False;False;26216185_1;Bellevue 30;2025-09-05T06:41:22Z;51.03387438100474, 3.739291528443555
Bellevue;"{""coordinates"": [[[3.739247372888188, 51.03390362942146], [3.739219897016898, 51.03389882877418], [3.739229411972422, 51.03387717218822], [3.739256889640306, 51.033881972837754], [3.739247372888188, 51.03390362942146]]], ""type"": ""Polygon""}";30;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30259;;False;False;26216206_1;Bellevue 30;2025-09-05T06:41:22Z;51.0338904007011, 3.7392383929582347
Bellevue;"{""coordinates"": [[[3.739232645009108, 51.03392874779198], [3.739212036758162, 51.03392514815589], [3.739221551713686, 51.0339034915822], [3.739242159964632, 51.033907091220016], [3.739232645009108, 51.03392874779198]]], ""type"": ""Polygon""}";30;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30260;;False;False;26216207_1;Bellevue 30;2025-09-05T06:41:22Z;51.03391611968744, 3.7392270983612965
Bellevue;"{""coordinates"": [[[3.739224126285301, 51.03387383523371], [3.739196649515681, 51.03386903571315], [3.739206164471137, 51.033847379113276], [3.739233642139087, 51.03385217863609], [3.739224126285301, 51.03387383523371]]], ""type"": ""Polygon""}";30;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30262;;False;False;26216210_1;Bellevue 30;2025-09-05T06:41:23Z;51.03386060712185, 3.739215145642091
Bellevue;"{""coordinates"": [[[3.739201996288271, 51.03392268908228], [3.73917439016127, 51.03391819236108], [3.739183305042131, 51.03389643466441], [3.739210911169133, 51.033900931387684], [3.739201996288271, 51.03392268908228]]], ""type"": ""Polygon""}";30;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30263;;False;False;26222556_1;Bellevue 30;2025-09-05T06:41:23Z;51.03390956187378, 3.739192650665018
Bellevue;"{""coordinates"": [[[3.739169556326688, 51.03389054824955], [3.739142078658804, 51.03388574816584], [3.739151595410922, 51.033864091573776], [3.739179071282211, 51.033868891659736], [3.739169556326688, 51.03389054824955]]], ""type"": ""Polygon""}";30;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30269;;False;False;26222659_1;Bellevue 30;2025-09-05T06:41:23Z;51.03387732001634, 3.7391605753404904
Volmolenstraat;"{""coordinates"": [[[3.7321510567411, 51.05561255090406], [3.73214106208526, 51.05559571303068], [3.732174458752619, 51.055587838979434], [3.732184452510128, 51.05560467742039], [3.7321510567411, 51.05561255090406]]], ""type"": ""Polygon""}";3;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30274;;False;False;26223853_1;Volmolenstraat 3;2025-09-05T06:40:22Z;51.05560019502596, 3.7321627575468383
Volmolenstraat;"{""coordinates"": [[[3.732563094199033, 51.0555075975498], [3.732552174278449, 51.055490989451435], [3.732585113703285, 51.055482386416905], [3.732596034522199, 51.05549899508298], [3.732563094199033, 51.0555075975498]]], ""type"": ""Polygon""}";11A;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30281;;False;False;26223909_1;Volmolenstraat 11A;2025-09-05T06:40:22Z;51.05549499211455, 3.7325741043012926
;"{""coordinates"": [[[3.708917651866837, 51.03478443019105], [3.708944692055201, 51.03477872804784], [3.708980864516725, 51.03484692775904], [3.708953824328361, 51.034852629329], [3.708917651866837, 51.03478443019105]]], ""type"": ""Polygon""}";;Parkeervak;Stad Gent;10;Ja;Betonstenen;Voetpad;Actief;mob/ftsst28512;;False;;20291015_1;;2025-08-11T08:30:17Z;51.034815678770656, 3.70894925817833
Gijzelstraat;"{""coordinates"": [[[3.630312216846914, 51.067243567015254], [3.630310618744011, 51.0672346347979], [3.630338971371001, 51.067232621760475], [3.630340570372234, 51.06724155341371], [3.630312216846914, 51.067243567015254]]], ""type"": ""Polygon""}";12;Nietje - Gewone fiet;Stad Gent;2;Ja;Onverhard;Parkeerstrook;Actief;mob/ftsst30345;;False;False;26276202_1;Gijzelstraat 12;2025-08-14T07:58:07Z;51.06723809428201, 3.6303255942074846
Gijzelstraat;"{""coordinates"": [[[3.630308882300622, 51.067225473952824], [3.630307284197719, 51.06721654116744], [3.630335637723039, 51.067214527564765], [3.630337235825875, 51.06722345978601], [3.630308882300622, 51.067225473952824]]], ""type"": ""Polygon""}";12;Nietje - Gewone fiet;Stad Gent;2;Ja;Onverhard;Parkeerstrook;Actief;mob/ftsst30346;;False;False;26276198_1;Gijzelstraat 12;2025-08-14T07:58:07Z;51.06722000063084, 3.6303222598649274
Gijzelstraat;"{""coordinates"": [[[3.630306040929336, 51.06720691798603], [3.630304689863168, 51.067197969955366], [3.630333094592456, 51.067196267960824], [3.630334444760293, 51.06720521655633], [3.630306040929336, 51.06720691798603]]], ""type"": ""Polygon""}";12;Nietje - Gewone fiet;Stad Gent;2;Ja;Onverhard;Parkeerstrook;Actief;mob/ftsst30347;;False;False;26276193_1;Gijzelstraat 12;2025-08-14T07:58:07Z;51.06720159308102, 3.6303195676664175
Gijzelstraat;"{""coordinates"": [[[3.630948664242555, 51.06872391187816], [3.630962415652923, 51.068721519568], [3.630970008213724, 51.06873884941943], [3.630956255006695, 51.068741241728695], [3.630948664242555, 51.06872391187816]]], ""type"": ""Polygon""}";12;Nietje - Gewone fiet;Stad Gent;2;Ja;Onverhard;Parkeerstrook;Actief;mob/ftsst30355;;False;False;26276778_1;GIJZELSTRAAT 12;2025-08-14T12:38:19Z;51.06873138082051, 3.630959335875016
Gijzelstraat;"{""coordinates"": [[[3.630934063025933, 51.06872640184504], [3.630947814436301, 51.068724009535], [3.630955406997102, 51.0687413393855], [3.630941655586734, 51.068743731130134], [3.630934063025933, 51.06872640184504]]], ""type"": ""Polygon""}";12;Nietje - Gewone fiet;Stad Gent;2;Ja;Onverhard;Parkeerstrook;Actief;mob/ftsst30356;;False;False;26276832_1;Gijzelstraat 12;2025-08-14T12:38:19Z;51.0687338704437, 3.630944735035668
Uilkensstraat;"{""coordinates"": [[[3.725246099715845, 51.0317819722316], [3.725267451771855, 51.031770058758674], [3.72529106848068, 51.03178688891106], [3.725269715526407, 51.031798801814716], [3.725246099715845, 51.0317819722316]]], ""type"": ""Polygon""}";5;Gent;Stad Gent;5;Ja;Halfharde verharding;Rijweg;Goedgekeurd;mob/ftsst30375;;False;False;26302650_1;Uilkensstraat 5;2025-08-18T08:54:10Z;51.03178443039725, 3.7252685839423156
Lambert Queteletstraat;"{""coordinates"": [[[3.726833553976954, 51.06687147544924], [3.72682263315804, 51.06685486691093], [3.726855581566047, 51.06684626542333], [3.726866503283225, 51.06686287396469], [3.726833553976954, 51.06687147544924]]], ""type"": ""Polygon""}";43;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst30377;;False;False;26428267_1;Lambert Queteletstraat 43;2025-08-28T12:01:12Z;51.06685887046043, 3.726844568050714
Nekkersputstraat;"{""coordinates"": [[[3.690652367094946, 51.06097046061551], [3.69062487954556, 51.06096564978724], [3.69063442234886, 51.06094399681945], [3.690661910796509, 51.06094880821456], [3.690652367094946, 51.06097046061551]]], ""type"": ""Polygon""}";122;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst30378;;False;False;26428360_1;Nekkersputstraat 122;2025-08-28T12:19:22Z;51.060957228782186, 3.6906433949370743
Nekkersputstraat;"{""coordinates"": [[[3.690727812104109, 51.06079373842648], [3.690700074823063, 51.06078953507558], [3.690708413883853, 51.060767685549045], [3.690736150266567, 51.06077188946649], [3.690727812104109, 51.06079373842648]]], ""type"": ""Polygon""}";114;Gent;Stad Gent;5;Ja;Betonstenen;Oprit;Actief;mob/ftsst30379;;False;False;26428448_1;Nekkersputstraat 114;2025-08-28T12:32:20Z;51.06078071216107, 3.6907181126829713
Gijzelstraat;"{""coordinates"": [[[3.629500268289135, 51.066534005558765], [3.629514492213376, 51.06653331176729], [3.629516695780789, 51.06655123574522], [3.629502473653209, 51.066551929536445], [3.629500268289135, 51.066534005558765]]], ""type"": ""Polygon""}";12A;Nietje - Gewone fiet;Stad Gent;2;Ja;Onverhard;Parkeerstrook;Actief;mob/ftsst30363;;False;False;26277262_1;Gijzelstraat 12A;2025-09-01T13:26:19Z;51.06654262046466, 3.629508482455315
Gijzelstraat;"{""coordinates"": [[[3.629453466062891, 51.0665359367716], [3.629467707055077, 51.06653539878684], [3.629469413854095, 51.066553345344644], [3.62945517286191, 51.06655388220015], [3.629453466062891, 51.0665359367716]]], ""type"": ""Polygon""}";14;Nietje - Gewone fiet;Stad Gent;2;Ja;Onverhard;Parkeerstrook;Actief;mob/ftsst30381;;False;False;26472848_1;Gijzelstraat 14;2025-09-01T13:26:19Z;51.06654464076176, 3.6294614400318346
Gijzelstraat;"{""coordinates"": [[[3.629438832506906, 51.06653640249813], [3.629453071702432, 51.06653586507794], [3.629454778501517, 51.06655381050652], [3.629440539305925, 51.06655434905555], [3.629438832506906, 51.06653640249813]]], ""type"": ""Polygon""}";14;Nietje - Gewone fiet;Stad Gent;2;Ja;Onverhard;Parkeerstrook;Actief;mob/ftsst30382;;False;False;26472849_1;Gijzelstraat 14;2025-09-01T13:26:20Z;51.066545106798586, 3.629446805430892
Gijzelstraat;"{""coordinates"": [[[3.630501554759344, 51.06678074119485], [3.630515820006052, 51.06678083038811], [3.630515537036766, 51.066798807334486], [3.630501271790059, 51.06679871814129], [3.630501554759344, 51.06678074119485]]], ""type"": ""Polygon""}";12A;Nietje - Gewone fiet;Stad Gent;2;Ja;Onverhard;Parkeerstrook;Actief;mob/ftsst30385;;False;False;26473113_1;Gijzelstraat 12A;2025-09-01T13:57:10Z;51.066789774264684, 3.630508545898051
Buitenwallepad;"{""coordinates"": [[[3.714321958836911, 51.064433765338265], [3.714335573703386, 51.06441796660884], [3.71436691412699, 51.064428691228436], [3.714353297463919, 51.0644444899542], [3.714321958836911, 51.064433765338265]]], ""type"": ""Polygon""}";3;Gent;Stad Gent;5;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30390;;False;False;26482368_1;Buitenwallepad 3;2025-09-29T08:55:13Z;51.06443122825075, 3.7143444361611384
Galeipad;"{""coordinates"": [[[3.736778307515721, 51.06585344588572], [3.736786880138488, 51.06583629898927], [3.736820897541641, 51.06584305240816], [3.73681232402061, 51.0658601993021], [3.736778307515721, 51.06585344588572]]], ""type"": ""Polygon""}";13;Gent;Stad Gent;5;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30393;;False;False;26483486_1;Galeipad 13;2025-09-29T08:49:21Z;51.065848249117195, 3.7367996023477423
Galeipad;"{""coordinates"": [[[3.736816566763634, 51.06586106359028], [3.736825139386402, 51.065843916696664], [3.736859156789622, 51.06585066898541], [3.736850582370193, 51.06586781587653], [3.736816566763634, 51.06586106359028]]], ""type"": ""Polygon""}";13;Gent;Stad Gent;5;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst30394;;False;False;26483489_1;Galeipad 13;2025-09-29T08:49:22Z;51.06585586622908, 3.736837861415075
Onderwijsstraat;"{""coordinates"": [[[3.740040890711252, 51.03891509101642], [3.740040064261189, 51.03889750711326], [3.740207450941346, 51.03889404625238], [3.740207747385388, 51.03891162846231], [3.740040890711252, 51.03891509101642]]], ""type"": ""Polygon""}";10;Voorwielklem enkel;Stad Gent;40;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30400;;False;False;26484063_1;Onderwijsstraat 10;2025-09-02T11:45:19Z;51.03890456377552, 3.7401240281465027
Knokkestraat;"{""coordinates"": [[[3.712295375725605, 51.03770811934849], [3.712274354249661, 51.037695971848734], [3.712298438082444, 51.03767940424692], [3.712319459558388, 51.037691551750974], [3.712295375725605, 51.03770811934849]]], ""type"": ""Polygon""}";51;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30409;;False;False;26524120_1;Knokkestraat 51;2025-09-05T15:01:10Z;51.03769376179841, 3.7122969069041014
Knokkestraat;"{""coordinates"": [[[3.712267110235201, 51.03772722319882], [3.712246088759256, 51.03771507570413], [3.712270170795378, 51.03769850923887], [3.712291192271322, 51.037710656173026], [3.712267110235201, 51.03772722319882]]], ""type"": ""Polygon""}";51;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30411;;False;False;26524119_1;Knokkestraat 51;2025-09-05T15:01:10Z;51.0377128661264, 3.712268640505226
Knokkestraat;"{""coordinates"": [[[3.712932228261471, 51.03733630838655], [3.712911546348696, 51.03732393201571], [3.712936083830679, 51.03730763259575], [3.712956765743455, 51.03732000897095], [3.712932228261471, 51.03733630838655]]], ""type"": ""Polygon""}";20;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30413;;False;False;26524145_1;Knokkestraat 20;2025-09-05T15:09:07Z;51.03732197049187, 3.712934156046174
Knokkestraat;"{""coordinates"": [[[3.713137438506616, 51.037195846268574], [3.713116417030671, 51.03718369976429], [3.713140499066793, 51.037167132544205], [3.713161520542804, 51.037179279617675], [3.713137438506616, 51.037195846268574]]], ""type"": ""Polygon""}";2A;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30414;;False;False;26524150_1;Knokkestraat 2A;2025-09-05T15:11:07Z;51.03718148950026, 3.7131389687969456
Geraniumstraat;"{""coordinates"": [[[3.704889575590091, 51.07437493999033], [3.704903632427672, 51.07435929479019], [3.704934676407299, 51.074370364790035], [3.704920617773057, 51.074386009422014], [3.704889575590091, 51.07437493999033]]], ""type"": ""Polygon""}";105;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst30176;;False;False;26155708_1;Geraniumstraat 105;2025-09-29T17:51:13Z;51.074372652178006, 3.7049121256245505
Dracenastraat;"{""coordinates"": [[[3.714842443610839, 51.07555084855032], [3.71486477932207, 51.07553965804974], [3.714886983879258, 51.07555724553976], [3.714864648168027, 51.0755684366005], [3.714842443610839, 51.07555084855032]]], ""type"": ""Polygon""}";29;Gent;Stad Gent;5;Ja;Onverhard;Voetpad;Actief;mob/ftsst30434;;False;False;26649645_1;Dracenastraat 29;2025-09-29T17:25:09Z;51.0755540472317, 3.714864713744624
Dracenastraat;"{""coordinates"": [[[3.714816262211901, 51.07553196235666], [3.714837637624101, 51.07552005053877], [3.714861272299201, 51.075536882859346], [3.714839896887001, 51.075548793544115], [3.714816262211901, 51.07553196235666]]], ""type"": ""Polygon""}";27;Gent;Stad Gent;5;Ja;Onverhard;Voetpad;Actief;mob/ftsst30435;;False;False;26649644_1;Dracenastraat 27;2025-09-29T17:25:08Z;51.07553442222866, 3.7148387672405776
Dracenastraat;"{""coordinates"": [[[3.714892908268582, 51.07559067422581], [3.71491554940696, 51.075579731509414], [3.714937263484067, 51.07559756111457], [3.714914620548961, 51.07560850439117], [3.714892908268582, 51.07559067422581]]], ""type"": ""Polygon""}";31A;Gent;Stad Gent;5;Ja;Onverhard;Voetpad;Actief;mob/ftsst30439;;False;False;26649651_1;Dracenastraat 31A;2025-09-29T17:25:09Z;51.07559411790272, 3.7149150855723763
Getouwstraat;"{""coordinates"": [[[3.713030251526947, 51.07126644826659], [3.713006891736292, 51.07127677448463], [3.712986400266369, 51.071258379884085], [3.713009760955288, 51.07124805366194], [3.713030251526947, 51.07126644826659]]], ""type"": ""Polygon""}";11;Gent;Stad Gent;5;Ja;Betonstenen;Parkeerstrook;Actief;mob/ftsst18329;;False;False;26658746_1;Getouwstraat 11;2025-09-29T16:55:11Z;51.07126241404694, 3.713008326049138
